annual_income_usd,outstanding_debt_usd,missed_payments,employment_status,employment_years,credit_history_years,number_of_credit_cards,loan_types,marital_status,dependents,education_level,residence_type,savings_balance,age,credit_score
53592.08819619635,61589.71990416357,9.0,Retired,0.5668079480069332,14.68710125258388,5.0,None,Widowed,0.0,PhD,With Family,148993.42831748165,,753.0
195635.31700888395,120620.49597964816,4.0,Retired,34.23510346168705,19.60568754646639,5.0,Multiple,Widowed,0.0,PhD,Other,189748.29627047174,53.0,754.0
219694.70404684433,77467.75570175877,10.0,Employed,27.008466413019875,13.97508618638183,6.0,Mortgage Only,Single,2.0,Bachelor,With Family,122288.2291037299,,650.0
26155.125160556006,38792.33952546305,11.0,Retired,17.538671855277403,17.705915519689142,9.0,None,Widowed,0.0,PhD,Own,135799.11474691858,54.0,316.0
281906.10923650046,61159.49845608827,3.0,Employed,25.621081066657915,16.93051846371095,9.0,Multiple,Single,5.0,PhD,Own,55711.467024646336,23.0,578.0
226296.69008631908,83376.96060557321,9.0,Unemployed,18.851693985183672,12.80606834422101,4.0,Multiple,Married,4.0,Bachelor,Other,164793.44573144926,68.0,514.0
112311.71180963563,135734.1750707776,10.0,Self-Employed,6.487525388016433,4.5327797232884395,2.0,,Single,5.0,Bachelor,Rent,157597.8017598041,18.0,550.0
222236.02342917133,125682.76259518447,0.0,Employed,21.43188592670534,24.379087346897073,1.0,Mortgage Only,Widowed,0.0,College,Own,4312.8650882029,34.0,592.0
147589.95586099225,144168.7260276453,9.0,Employed,36.719567104166046,19.249518292385773,7.0,Mortgage Only,Widowed,,Bachelor,With Family,155534.63451393787,39.0,843.0
209891.4076202289,26805.27434867559,9.0,Employed,25.38320207437064,19.236699307833113,5.0,Mortgage Only,Widowed,2.0,Master,Rent,38584.29665199723,40.0,750.0
138145.02853413916,29732.706861342227,11.0,Retired,32.78096453001958,1.6036844152253538,1.0,Auto Only,Widowed,1.0,High School,Other,35751.821540028424,23.0,689.0
143735.76122603775,15044.026894894563,9.0,,10.02941605597217,22.627393600459925,4.0,Mortgage Only,Widowed,5.0,Bachelor,Other,65760.09493982939,36.0,671.0
72878.59693824415,76270.287577599,12.0,Unemployed,16.579223015106308,6.492984099976853,6.0,Multiple,Widowed,3.0,College,With Family,189970.85112050342,47.0,772.0
262797.8008169135,27109.676602109743,10.0,Employed,11.06453047454913,20.53632944006445,2.0,Multiple,Divorced,1.0,Master,Own,118126.90147026148,57.0,801.0
275655.62937455066,103294.05390404914,1.0,Retired,30.123688823437014,20.470631168003756,9.0,Auto Only,Widowed,,High School,Own,189187.24317357526,63.0,415.0
131743.7039333684,143443.11726085644,13.0,Employed,25.51807122526522,2.7212648802144255,7.0,Auto Only,,1.0,Bachelor,With Family,15672.200387691038,28.0,786.0
128387.1806703895,85186.82551014378,7.0,Retired,22.884475235524025,,9.0,Mortgage Only,Single,1.0,College,Own,106432.8035165135,34.0,363.0
64286.164612856504,107626.63286416882,1.0,Retired,0.2988729378834254,21.322549616876955,5.0,Mortgage Only,Married,0.0,High School,Other,101010.80783241992,46.0,574.0
110784.48191014699,30010.005893894948,6.0,Unemployed,34.330826711228326,23.37396871614182,1.0,Mortgage Only,Married,3.0,High School,Other,88482.59423860554,65.0,378.0
244580.2100434061,122449.44508962755,12.0,Self-Employed,36.50932567079961,12.377345389410149,6.0,None,Divorced,4.0,College,Other,198290.12798582306,,799.0
136596.36842321395,128457.28112327063,,Employed,28.084394841539442,0.7478828213077116,4.0,Multiple,Widowed,1.0,High School,Own,94633.38742961801,,579.0
240102.72233562765,132690.61865624454,12.0,Employed,35.363581048209966,21.057721188721825,6.0,None,Single,5.0,PhD,With Family,47732.63179827036,61.0,432.0
259217.39055520837,129846.0576004753,1.0,Unemployed,33.546815920988614,9.392521365286688,6.0,None,Single,0.0,Master,Own,128738.58048196252,65.0,390.0
116036.31418874612,46719.918848487374,3.0,Retired,32.77056864580756,7.137797744190602,2.0,Multiple,Married,5.0,PhD,Rent,49362.20090081678,29.0,746.0
296761.9260026716,79182.18002286229,9.0,Self-Employed,29.47879461355138,23.89736933852325,1.0,Auto Only,Single,2.0,High School,Other,26343.392090104746,74.0,708.0
186509.82621354927,46392.74612257684,11.0,Employed,2.55160020885441,11.322072497386692,3.0,Mortgage Only,Single,1.0,Bachelor,Own,116611.65270681486,38.0,801.0
114095.12305986279,131760.78316073114,14.0,Self-Employed,5.155819705233564,14.748998915655116,7.0,Auto Only,Divorced,,,Rent,144883.15955611883,32.0,361.0
,136260.6381948698,7.0,Employed,33.71787593403462,11.544126574627061,2.0,None,Divorced,2.0,College,Own,90287.75419045576,47.0,755.0
109528.72942374548,101136.28825888076,6.0,Self-Employed,15.926499888503667,27.23531632053335,9.0,None,Divorced,0.0,Master,Other,64412.8874309478,74.0,
61602.80106022366,32996.31810492042,14.0,Unemployed,30.219982027323557,12.735646880344401,1.0,Multiple,Widowed,2.0,,Own,30617.241290916918,18.0,811.0
234616.9041850612,16928.48596127907,4.0,Self-Employed,7.955473197539029,11.161824606059161,2.0,Auto Only,Single,1.0,College,With Family,160331.95692989478,34.0,611.0
93309.06976196825,135664.65850295252,9.0,Unemployed,25.9962831939635,6.424639619874817,0.0,Multiple,Married,1.0,Master,Own,178252.89527914868,47.0,660.0
116595.46115931385,53433.9581789939,7.0,Retired,9.667047881742995,13.297038989018471,5.0,Multiple,Single,2.0,PhD,Rent,50625.14370766398,38.0,583.0
109248.26441729597,97446.6984888132,2.0,Self-Employed,17.415197254537468,14.89400819938367,4.0,Mortgage Only,Widowed,3.0,PhD,Other,85645.99371306422,,584.0
188732.38501520787,122543.96309758491,,Employed,11.481431341621512,19.90527493268457,9.0,Mortgage Only,Divorced,1.0,High School,Own,61317.39642944172,45.0,837.0
119127.11237280659,100298.7168952696,6.0,Unemployed,17.915815208255378,21.89692764446143,3.0,None,Divorced,5.0,College,Rent,166152.5672469672,37.0,800.0
60273.27770620644,148300.65027934583,11.0,Self-Employed,39.281440107016444,7.065160070805515,6.0,Multiple,Single,3.0,High School,Rent,184436.3955644571,68.0,700.0
195231.70162889909,86148.74709656136,7.0,Retired,26.66901551042549,28.316215160381248,2.0,Auto Only,Single,3.0,High School,Other,30285.541895222166,36.0,805.0
162120.92313832586,84036.27984482043,1.0,Self-Employed,34.507156374621886,18.95620434302678,9.0,,Married,1.0,High School,Own,7301.564661523208,41.0,601.0
232349.06726266723,92456.92437712678,9.0,Employed,19.251990050827352,3.069944373260487,5.0,,Single,,Master,Own,17121.870764697822,28.0,651.0
91587.12329833632,80031.68444985476,3.0,Retired,0.6554870677924196,22.940605014315373,1.0,None,Single,2.0,Bachelor,With Family,58092.54839051909,43.0,730.0
261247.5618294179,116565.96322510106,7.0,Retired,28.58900127118671,21.029538752182354,1.0,,Widowed,0.0,PhD,Other,144868.95480947508,34.0,417.0
126880.44581964484,140676.03463104425,8.0,Retired,38.69846924454925,20.778498873399567,5.0,Auto Only,Widowed,4.0,Master,Other,65309.08578859091,57.0,541.0
194494.9648526469,135819.72338836602,1.0,Unemployed,11.453981168170063,23.475895883275644,2.0,Multiple,Married,1.0,Bachelor,,,43.0,655.0
297533.74625194946,74114.4597278702,13.0,Self-Employed,26.345091337520756,19.18543320621727,2.0,Multiple,Widowed,1.0,High School,Rent,17117.986522621264,62.0,510.0
213134.3685599128,139108.42141542124,13.0,Unemployed,17.401218901715062,0.5067534610425417,6.0,None,Divorced,1.0,Master,,134287.17615002178,55.0,828.0
164750.08592183376,21681.884619806442,2.0,Unemployed,21.62823377188947,19.77830323675591,0.0,Multiple,,3.0,Bachelor,Rent,92417.71124233502,32.0,752.0
95452.4056891975,83330.31736780283,1.0,Employed,,24.026598937043094,5.0,None,Divorced,1.0,PhD,With Family,,30.0,783.0
131678.14181698387,76286.77442171179,4.0,Employed,30.15198300566473,16.42605077340251,1.0,None,Married,2.0,Bachelor,,112184.61754568738,34.0,465.0
44432.119691118045,31701.182503333574,8.0,Self-Employed,34.29902933117244,5.5016420452364105,6.0,Mortgage Only,Married,0.0,Master,Rent,49539.42282382669,31.0,646.0
90500.87739242776,147465.6425044954,10.0,Self-Employed,2.818707484312837,20.17915852861225,1.0,Mortgage Only,Married,4.0,PhD,Rent,122859.51363392547,36.0,436.0
115199.68095722089,143775.4359229959,13.0,Retired,21.910898577395685,1.4113640884177192,2.0,Auto Only,Married,3.0,PhD,Rent,199006.88516146777,59.0,365.0
255306.9995829199,269.4919370418325,4.0,Unemployed,30.50138230657187,13.796965445968754,8.0,Auto Only,Widowed,0.0,,With Family,62419.25008492151,44.0,668.0
45920.41806974485,80658.96195426883,10.0,Retired,39.3190108305295,14.360396273508302,9.0,None,Single,1.0,Bachelor,Rent,74410.10248077934,31.0,430.0
134789.326260522,22838.871263317513,,Unemployed,13.043020248232274,29.464952670746946,5.0,Multiple,Single,1.0,Bachelor,Rent,173805.3829735176,19.0,325.0
163323.70762377468,50952.05919779525,8.0,Retired,13.616248399218813,5.423420962462254,1.0,,,1.0,Bachelor,Own,71784.6315436362,24.0,526.0
,49776.96919656266,0.0,Employed,35.061161035879486,16.186941903990558,8.0,Mortgage Only,Single,1.0,High School,Own,182198.0209485617,18.0,407.0
124975.70690281769,51643.95922263686,10.0,Retired,28.08726340946059,20.81280075118961,4.0,None,Divorced,,PhD,With Family,139686.41189108873,,744.0
,86273.01276044443,2.0,Retired,38.22495005913751,0.4401071563570158,5.0,Mortgage Only,Divorced,0.0,Bachelor,Other,3860.9263938161,49.0,812.0
159437.37499409742,77171.8814836227,3.0,Unemployed,19.28323936493245,27.10184255860878,6.0,Multiple,Widowed,3.0,,Rent,75499.6446575523,73.0,446.0
219107.9707046482,69634.61464294208,4.0,Employed,24.82028391922528,20.92584639374099,2.0,,Divorced,4.0,Master,Other,77115.38141176676,70.0,776.0
,78320.02826161646,6.0,Unemployed,3.0903011869501373,,3.0,None,Widowed,3.0,College,Rent,48906.41379351839,58.0,613.0
212668.23635075742,89729.84973105568,10.0,Unemployed,38.75796378313231,19.265872653182925,7.0,Multiple,Single,0.0,PhD,With Family,117554.05250210587,56.0,352.0
47285.462329112896,37835.21730120902,12.0,Unemployed,14.600523822011514,3.4552691274277594,8.0,Mortgage Only,Divorced,1.0,High School,Rent,8138.571525638794,73.0,830.0
169548.12542836202,122294.59015369296,8.0,Self-Employed,22.578580967641425,28.74020455587838,4.0,Mortgage Only,Widowed,0.0,College,Own,119290.88332356079,22.0,779.0
113829.33410969497,82845.53915148175,7.0,Employed,23.256494990080988,13.25059263853347,5.0,Multiple,Widowed,1.0,,,111470.69313779891,70.0,711.0
110189.34116919563,39542.52544103402,8.0,Employed,18.13555320491155,17.167011064753986,2.0,None,Single,2.0,PhD,With Family,138154.653298723,45.0,686.0
43441.90284309311,25761.14700509167,7.0,Employed,31.62986435101326,7.613164674885948,9.0,,Divorced,4.0,High School,Other,107698.03231955337,55.0,574.0
213317.98970628658,114861.73658784058,6.0,Employed,,3.3426199456966534,9.0,,Married,4.0,PhD,Own,66682.551791005,28.0,646.0
175008.67905465516,78891.04505952426,5.0,Unemployed,9.165676824967042,23.635750063830187,9.0,Auto Only,Married,2.0,Bachelor,With Family,194034.19608198112,71.0,691.0
129980.25630955507,27731.89091346092,6.0,Retired,13.787056445651107,17.61452486951862,6.0,Multiple,Single,2.0,College,With Family,26576.82324414814,56.0,764.0
293456.48865804955,125755.37983263249,10.0,Employed,38.16974242570256,11.702998094812026,7.0,Mortgage Only,Divorced,3.0,Bachelor,With Family,148599.38120855927,66.0,505.0
28491.045555192803,105129.09458964242,12.0,Employed,33.56784043576945,4.752474885142933,5.0,Multiple,Single,3.0,Master,With Family,41111.245670346005,52.0,522.0
201112.7804271329,49089.99175907629,14.0,Retired,38.67676576818294,12.206541341691985,4.0,None,Married,3.0,College,Own,12423.077074076817,30.0,509.0
,,0.0,Unemployed,9.961026100959561,0.0879862197348047,7.0,None,Single,,Master,Rent,153242.54325028168,44.0,360.0
,33039.8008802974,13.0,Retired,17.677376736075203,29.225815988710185,1.0,Multiple,Divorced,1.0,Bachelor,Other,171560.98948409787,18.0,848.0
237797.9329571205,10716.051546964789,3.0,,2.887126883104072,18.989405888430838,9.0,None,Widowed,0.0,College,Rent,24307.262680182328,72.0,508.0
63821.5258902185,141642.39772220765,4.0,Employed,18.487093617606792,8.64603536383773,,Auto Only,Single,5.0,Bachelor,With Family,105212.28595274132,68.0,796.0
123840.9345070855,143580.57018164208,4.0,Self-Employed,9.403597403112759,25.920580846952433,3.0,Multiple,Married,5.0,PhD,Own,145690.15380858464,66.0,
217749.01928035184,60673.19862595022,7.0,Retired,16.64675668064968,2.8228851518499285,2.0,Auto Only,Single,4.0,PhD,Own,76308.05031586358,57.0,
135729.35159930744,14004.628350396099,,Employed,12.249667795343182,6.652369551796018,4.0,Mortgage Only,Single,1.0,High School,Other,88450.09459961588,26.0,558.0
211949.85085992375,51125.99975116274,4.0,Employed,1.8432990560220608,9.668236426755998,7.0,Multiple,Single,5.0,Bachelor,,195474.61224893166,72.0,493.0
262555.8788315822,54000.33348991978,4.0,Retired,10.705973573199286,27.092244654397945,0.0,Multiple,Divorced,3.0,Master,With Family,145827.49243475456,53.0,302.0
222482.58791547682,38945.66918935562,11.0,Employed,20.9940657346344,7.632509417462895,1.0,Auto Only,Single,0.0,High School,With Family,184319.94056415177,61.0,512.0
171340.8155196567,15052.213218778088,13.0,Unemployed,3.443488079718291,12.554833939502117,5.0,None,Divorced,0.0,College,Other,86460.72165302993,,848.0
242142.21134414978,15231.308233324758,7.0,Retired,25.004145075666,18.50344895405709,0.0,Mortgage Only,Married,2.0,Master,With Family,95184.65883398568,60.0,566.0
,140789.8829597366,7.0,Employed,27.651325915742643,23.204797694197676,6.0,Auto Only,Widowed,1.0,PhD,Own,193959.73818655283,28.0,446.0
132943.0290843104,119188.26112179125,6.0,Employed,15.35912094606957,19.903749058019475,4.0,None,Divorced,1.0,Master,Rent,85480.49066320456,51.0,351.0
259872.41590660994,34977.765509213146,6.0,Self-Employed,36.36139471586754,20.47095443286483,6.0,Auto Only,Married,4.0,Master,With Family,82397.19186987022,56.0,583.0
245091.0719329774,106989.15650398757,8.0,Retired,3.39341293583185,22.279886492592716,3.0,Multiple,Married,3.0,High School,Rent,139469.81197730807,23.0,406.0
134962.0738350375,8470.910269702863,12.0,Self-Employed,25.041419046269727,17.615233438663534,5.0,,Divorced,3.0,Bachelor,Own,8867.575115493919,53.0,592.0
36260.6615287653,38002.93412620553,6.0,Retired,29.421009265330188,,,Multiple,Divorced,3.0,PhD,With Family,88844.26223491586,65.0,446.0
272213.3840392552,103421.39904492022,7.0,Employed,31.425009168108197,24.902074567265675,2.0,None,Married,5.0,College,Rent,187872.7756120718,20.0,633.0
85121.21572744515,93670.74884759747,5.0,Employed,,21.40053634161835,0.0,Multiple,Widowed,1.0,College,With Family,179320.33957461233,45.0,615.0
265445.5643299348,93742.04818131146,12.0,Self-Employed,,,5.0,,Single,5.0,PhD,With Family,132072.23126552146,23.0,482.0
217274.99675083294,56114.54019387244,12.0,Unemployed,38.50578793595018,,8.0,Mortgage Only,Divorced,5.0,College,Own,88690.77078356507,25.0,784.0
297180.5111028269,48356.265857499144,13.0,Unemployed,37.08863765460469,5.277466094871887,0.0,None,Single,5.0,Master,With Family,102108.17917291973,41.0,342.0
78102.13442127123,59124.958017127174,0.0,Employed,39.41660057046458,26.4991597164051,5.0,None,Divorced,1.0,College,Own,53201.2871687993,64.0,626.0
100945.75883951773,42919.17704661236,2.0,Unemployed,28.97129384638967,5.085376628392093,6.0,Auto Only,Married,5.0,Master,Own,40945.19787722879,32.0,406.0
45908.50320894572,12747.260954887024,0.0,Employed,31.269253390545792,7.422743157360015,,Auto Only,Divorced,0.0,PhD,With Family,53789.31222830765,73.0,807.0
296938.5525739602,,4.0,Self-Employed,37.20323786617499,7.939910536674104,4.0,Mortgage Only,Divorced,5.0,PhD,Rent,180449.87624479245,74.0,539.0
193490.29555597884,6887.555072165253,8.0,Unemployed,17.726819348774093,1.9211317080581747,9.0,Auto Only,Single,3.0,High School,Own,51461.43114891548,69.0,841.0
95306.05352788621,25688.731851433444,9.0,Self-Employed,6.503938092649952,8.956474687724628,1.0,Mortgage Only,Married,3.0,College,Own,93868.08147103578,45.0,647.0
155466.51567842072,42598.13871344211,10.0,Employed,22.38684896339999,8.306846020531015,5.0,Multiple,Widowed,2.0,High School,Own,143319.28519527518,73.0,819.0
291924.8506036213,52100.375922569845,,Employed,19.082305225276407,17.69092158196391,3.0,Multiple,Married,0.0,Master,With Family,148384.54791638794,26.0,514.0
117279.74050223677,141001.0873008289,9.0,Self-Employed,31.20530801037882,17.94440122096958,,Multiple,Divorced,3.0,College,Rent,,50.0,567.0
246337.31198448504,120759.34306970876,12.0,Self-Employed,29.568346043126198,16.4658973463499,9.0,Multiple,Widowed,4.0,High School,Rent,51761.1725942279,45.0,747.0
56529.65699979374,76654.56362043224,11.0,Retired,11.031824147339151,18.892422459727246,0.0,Multiple,Divorced,3.0,PhD,Rent,74053.19871534713,27.0,388.0
223583.9882648803,98793.82455919607,5.0,Unemployed,4.096306802429943,1.2054564146482094,9.0,Mortgage Only,,1.0,Master,With Family,20189.962580459865,68.0,700.0
126934.39561443185,25874.35756630414,11.0,Unemployed,22.972442006963497,20.96373529937984,9.0,Mortgage Only,Divorced,3.0,Master,Other,109124.90616658905,42.0,669.0
74282.9294443457,81166.05845594067,2.0,Self-Employed,27.080488512493073,28.462803882457425,8.0,Auto Only,Divorced,4.0,College,Own,146252.6583314944,21.0,401.0
266602.7877959424,120447.33789531859,8.0,Retired,20.299065860883175,18.961603446912303,1.0,Multiple,Divorced,2.0,College,With Family,47024.552642890805,48.0,559.0
,23590.378327966988,7.0,Retired,26.694353519421384,8.338953112415483,9.0,Mortgage Only,Married,,PhD,Other,18012.906317606194,30.0,669.0
125117.74102020048,117059.96383313928,5.0,,30.074700215758018,9.282963494070135,2.0,Mortgage Only,Single,0.0,Bachelor,Rent,168834.3553482282,43.0,365.0
133185.45265879703,66916.20594550253,6.0,Self-Employed,17.758037542047063,,0.0,Multiple,Married,3.0,College,With Family,176567.238283515,52.0,564.0
40423.89848245232,30104.584499252123,0.0,Employed,20.10101243467861,3.344837161414432,2.0,Multiple,Married,,Bachelor,Rent,172149.65699628167,24.0,762.0
157985.21888972545,,7.0,Self-Employed,25.393148118024563,11.179857122241824,5.0,,Divorced,2.0,College,With Family,84787.51552269062,19.0,690.0
223108.53066577518,143385.41709656763,8.0,Retired,24.65149152333951,5.711174405458106,8.0,Auto Only,Single,4.0,Master,Other,28391.05620901523,72.0,831.0
250461.1600807239,26120.7107340912,8.0,Self-Employed,19.412331110623853,6.003868888403035,3.0,Auto Only,Divorced,1.0,Bachelor,Other,137812.8731221763,26.0,798.0
252836.25552272509,,1.0,Unemployed,10.137880564569418,0.10605987875648482,3.0,Mortgage Only,Married,5.0,High School,With Family,20185.537393692266,,807.0
256250.47968363858,80762.29881343909,4.0,Retired,27.26168564024387,26.628613393789472,5.0,Mortgage Only,Divorced,5.0,College,Other,138363.18016075925,55.0,719.0
257462.04644252846,138092.6970870668,11.0,Unemployed,15.522602553988563,9.51389515301605,0.0,None,Divorced,1.0,,Rent,43515.68012284335,34.0,762.0
151295.91715859374,123269.54632255783,5.0,Unemployed,,11.611680217210045,2.0,Auto Only,Divorced,3.0,High School,Own,21593.090907067024,,765.0
141262.5837255603,36304.02873543344,4.0,Self-Employed,21.005233689367884,0.7684212811221158,1.0,None,Married,1.0,College,Own,356.1725478469002,68.0,564.0
51074.017987394516,148521.9060372777,12.0,Retired,18.71592675996158,2.8505831316918426,6.0,None,Single,1.0,College,Own,101861.00843699808,69.0,513.0
101630.79229787271,58669.83384742762,10.0,Self-Employed,26.47354307261756,6.672961391110159,1.0,Multiple,Married,3.0,Bachelor,Other,172780.17847319378,58.0,333.0
83137.41446059133,122072.90194127016,6.0,Self-Employed,20.570053682816784,5.1399875148927885,3.0,Auto Only,Single,2.0,Bachelor,Own,149607.88976877698,72.0,620.0
190922.58280578512,147773.4647602469,,Self-Employed,11.954450079989796,25.182909017304993,3.0,Multiple,Divorced,2.0,Bachelor,Rent,52266.02580359789,38.0,673.0
110662.07341057165,,6.0,Self-Employed,38.30353669523734,28.547915949235772,6.0,None,Widowed,0.0,Master,Own,29673.792266377764,46.0,393.0
,111889.40830887892,13.0,Self-Employed,39.468464171952824,,9.0,Auto Only,Single,3.0,PhD,Other,191751.34683051755,49.0,629.0
125782.98056716277,25878.933362681295,6.0,Self-Employed,2.912760673995254,6.409046540624201,9.0,,Single,3.0,Bachelor,,165463.77837024868,56.0,820.0
269239.8951052701,89400.12324048001,7.0,Unemployed,26.99352058446081,3.7997035533211667,1.0,Auto Only,Single,0.0,High School,With Family,124703.90983544548,33.0,455.0
138938.05565688605,61993.28314974775,2.0,Self-Employed,35.46831296399206,,3.0,Multiple,Divorced,0.0,Bachelor,Own,70054.02623970178,53.0,822.0
254662.8594780108,49016.476078309795,6.0,Retired,38.05361291676427,8.378955140247381,2.0,None,Married,5.0,Master,Other,157575.8998926333,25.0,315.0
31535.028520482483,14187.149240837938,2.0,Unemployed,32.49538427372474,1.6919370791996102,8.0,Auto Only,Divorced,1.0,High School,With Family,75164.31447546501,38.0,834.0
29183.3030342069,24529.02783896021,14.0,Employed,35.699244075384094,16.873833314750662,4.0,Mortgage Only,Single,5.0,Master,Other,139834.47563114215,55.0,462.0
224547.25548553036,141535.88542005856,10.0,Unemployed,14.256865834504389,7.992711715042863,6.0,None,Widowed,3.0,Bachelor,With Family,108891.22544061119,59.0,801.0
218705.8201177111,92802.47854861399,0.0,Unemployed,33.23684137263874,9.565254490007,9.0,Auto Only,Widowed,4.0,PhD,Other,110111.6956258795,24.0,323.0
26552.40906889079,22939.601239999753,3.0,Unemployed,24.448513794753588,17.84413644132184,5.0,Mortgage Only,Married,3.0,High School,Own,106312.70655663185,30.0,320.0
156563.91917587104,71883.23324014845,8.0,Employed,17.024498690860845,20.918780037869464,7.0,Auto Only,Single,5.0,College,With Family,194873.7373114958,,454.0
33859.31537828109,110200.54387898381,14.0,Unemployed,32.33645849671505,3.300139308884348,6.0,Auto Only,Divorced,1.0,High School,Own,180003.98124851732,22.0,838.0
66665.52187159078,120678.70716239717,4.0,Self-Employed,8.824449467871291,1.519303261439806,9.0,Multiple,Married,3.0,Master,With Family,88935.1846324778,22.0,344.0
289583.73185019806,110173.54626984589,,Unemployed,37.911929981706045,24.743091612492684,9.0,Multiple,Widowed,1.0,Bachelor,Rent,188514.99392736453,58.0,837.0
115244.75213506448,23884.77539603156,0.0,Employed,18.48470932836117,8.042940620374324,8.0,None,,3.0,PhD,Other,130797.65889980907,45.0,477.0
151416.41692322737,138770.19712421377,3.0,Self-Employed,33.9570752147487,15.770945396972046,8.0,Multiple,Divorced,1.0,High School,Own,168296.36641582468,50.0,721.0
211137.89426633532,74554.83506694106,7.0,Self-Employed,9.823948169890112,23.55148798146794,3.0,Mortgage Only,Single,0.0,High School,Own,162898.36756576973,60.0,678.0
277694.53117198456,104297.50563514543,3.0,Retired,35.74546145338407,,3.0,Mortgage Only,Widowed,1.0,High School,Other,192242.3522283455,21.0,310.0
61671.378335936235,42358.821868798404,12.0,Unemployed,21.795845594409293,23.19966249017692,3.0,Mortgage Only,Widowed,2.0,College,With Family,39826.6241410572,73.0,538.0
83520.15522731491,95415.49573936826,5.0,Self-Employed,10.914752307763237,16.750870383320212,8.0,Mortgage Only,Married,3.0,Bachelor,Rent,140662.87526068088,37.0,635.0
176694.81090387763,79104.68149583382,9.0,Retired,24.05653868636653,3.16546981462671,5.0,Multiple,Widowed,3.0,PhD,Other,188837.0905645208,54.0,569.0
205059.21926110686,,12.0,Self-Employed,2.9585186972596134,20.28860268361167,2.0,Multiple,Married,3.0,High School,Other,12652.322247023261,53.0,707.0
141830.08285398723,134785.64145862396,4.0,Retired,14.39719223784698,2.18942188695888,4.0,,Single,0.0,Master,Rent,184663.92226823652,57.0,601.0
202912.2701167791,95569.09602774761,13.0,Unemployed,21.18229591209765,9.336138953243246,9.0,Mortgage Only,Divorced,5.0,Master,With Family,186649.17739994015,54.0,360.0
23198.30741003806,50130.615887718865,0.0,,21.058306216179687,16.077487364006988,9.0,Auto Only,Single,2.0,Master,Other,,55.0,719.0
75331.56769129369,91195.51028720116,2.0,Retired,24.56345304283743,20.224214511294363,3.0,Mortgage Only,Widowed,5.0,College,Other,138299.38513082694,26.0,626.0
254365.5031786353,130267.74913846381,1.0,Retired,1.7289789412103307,7.8718126091653495,4.0,Multiple,Married,5.0,PhD,With Family,2936.973127583764,57.0,
231652.2048535189,83196.77738427254,6.0,Self-Employed,30.65913692480461,5.410684322376628,7.0,Mortgage Only,Divorced,0.0,Master,Other,4451.655518459963,52.0,355.0
198000.23213960844,62777.856194903834,,Retired,3.7303362021363284,22.207633424433734,7.0,None,Married,4.0,College,Own,3476.646364665981,49.0,379.0
173650.87404988002,97013.82126681069,,Retired,37.63619863212589,12.257420399779534,5.0,Mortgage Only,Widowed,4.0,PhD,Other,90189.86578162984,50.0,384.0
76049.467758299,51006.18480615103,6.0,Employed,21.91728753970462,6.100450674596916,7.0,None,Married,1.0,High School,Own,22944.949125667048,44.0,536.0
96091.0592635812,82663.83374851811,9.0,Employed,39.21502928243613,17.832211904082474,7.0,None,Married,,PhD,Own,157765.09695766124,71.0,
289983.85178190056,64143.32808657402,13.0,Retired,7.271111691473426,11.828704497811298,5.0,Mortgage Only,Single,1.0,PhD,Own,46869.121791403566,67.0,350.0
20517.91607314079,33716.460108412495,,Self-Employed,31.039105617395965,18.59138143238399,2.0,None,Widowed,0.0,PhD,Rent,31850.81550909594,55.0,790.0
143530.25461779593,26088.238972091294,8.0,Retired,23.317158013068877,23.46400190409938,8.0,Multiple,Widowed,0.0,,Rent,68842.0701677678,57.0,581.0
,72768.48679795476,5.0,Employed,33.43022367410935,0.6033314164136394,7.0,Multiple,Married,1.0,,With Family,44560.271580136156,50.0,376.0
115862.20417165986,33288.76100474131,12.0,Self-Employed,2.0627669396890624,10.668580956901463,3.0,Mortgage Only,Divorced,4.0,PhD,Own,145015.1729795254,53.0,656.0
111010.43836424653,90498.11640625104,4.0,Unemployed,14.609362258776306,10.531393766600026,4.0,Auto Only,Married,1.0,High School,Other,71868.4421220908,41.0,383.0
52436.40722953511,137050.8200317796,11.0,Self-Employed,26.371238952302903,26.98815050915099,3.0,None,Divorced,3.0,Master,With Family,155554.47645102857,59.0,
39440.28866467725,68587.16738982375,8.0,Self-Employed,11.510805172460365,29.910545039962308,0.0,None,Single,2.0,College,Own,163213.7637415418,34.0,629.0
258603.2831087375,131295.97613911208,0.0,Unemployed,36.3569649542893,19.5869537111145,6.0,,Married,0.0,PhD,,117857.28736984538,71.0,691.0
110773.37678101071,140198.85979866068,4.0,Retired,30.891012334007666,12.236900381075582,4.0,Multiple,Single,0.0,High School,Own,124647.02450259945,67.0,544.0
176713.03499053,89851.9599121322,9.0,Retired,14.872145760671799,13.205505834725667,8.0,Multiple,Married,1.0,High School,With Family,56970.526338735384,28.0,778.0
231935.76674002042,87637.52695494307,9.0,Employed,5.9986262345829955,19.905307859881756,7.0,Mortgage Only,Single,0.0,High School,Own,129032.96951019521,51.0,
170852.68380667383,105450.49322554507,10.0,Self-Employed,26.815596052254005,17.828363064091445,1.0,Auto Only,Widowed,1.0,College,Rent,101495.9435633903,35.0,
142466.21555504692,20965.923187180226,14.0,Employed,28.779223523200148,25.78267242957868,9.0,Auto Only,Divorced,4.0,College,Rent,140173.8873472236,38.0,471.0
,91459.09149140558,3.0,Employed,10.93601868999858,21.41458009416767,1.0,Multiple,Divorced,1.0,Master,With Family,133774.89660623675,36.0,764.0
